737,"Stockholm-Arlanda Airport","Stockholm","Sweden","ARN","ESSA",59.651901245117,17.918600082397,137,1,"E","Europe/Stockholm","airport","OurAirports"
1190,"Tirana International Airport Mother Teresa","Tirana","Albania","TIA","LATI",41.4146995544,19.7206001282,126,1,"E","Europe/Tirane","airport","OurAirports"
1218,"Barcelona International Airport","Barcelona","Spain","BCN","LEBL",41.2971,2.07846,12,1,"E","Europe/Madrid","airport","OurAirports"
1229,"Adolfo Suárez Madrid–Barajas Airport","Madrid","Spain","MAD","LEMD",40.471926,-3.56264,1998,1,"E","Europe/Madrid","airport","OurAirports"
1350,"Saint-Étienne-Bouthéon Airport","St-Etienne","France","EBU","LFMH",45.54059982299805,4.296390056610107,1325,1,"E","Europe/Paris","airport","OurAirports"
1353,"Marseille Provence Airport","Marseille","France","MRS","LFML",43.439271922,5.22142410278,74,1,"E","Europe/Paris","airport","OurAirports"
1386,"Paris-Orly Airport","Paris","France","ORY","LFPO",48.7233333,2.3794444,291,1,"E","Europe/Paris","airport","OurAirports"
1423,"EuroAirport Basel-Mulhouse-Freiburg Airport","Mulhouse","France","BSL","LFSB",47.59,7.5291667,885,1,"E","Europe/Paris","airport","OurAirports"
1525,"Il Caravaggio International Airport","Bergamo","Italy","BGY","LIME",45.673901,9.70417,782,1,"E","Europe/Rome","airport","OurAirports"
1538,"Bologna Guglielmo Marconi Airport","Bologna","Italy","BLQ","LIPE",44.5354,11.2887,123,1,"E","Europe/Rome","airport","OurAirports"
1555,"Leonardo da Vinci–Fiumicino Airport","Rome","Italy","FCO","LIRF",41.8002778,12.2388889,13,1,"E","Europe/Rome","airport","OurAirports"
1590,"Ben Gurion International Airport","Tel-aviv","Israel","TLV","LLBG",32.01139831542969,34.88669967651367,135,2,"E","Asia/Jerusalem","airport","OurAirports"
1613,"Vienna International Airport","Vienna","Austria","VIE","LOWW",48.110298156738,16.569700241089,600,1,"E","Europe/Vienna","airport","OurAirports"
1646,"Sarajevo International Airport","Sarajevo","Bosnia and Herzegovina","SJJ","LQSA",43.82460021972656,18.331499099731445,1708,1,"E","Europe/Sarajevo","airport","OurAirports"
1657,"Henri Coandă International Airport","Bucharest","Romania","OTP","LROP",44.5711111,26.085,314,2,"E","Europe/Bucharest","airport","OurAirports"
1665,"Geneva Cointrin International Airport","Geneva","Switzerland","GVA","LSGG",46.23809814453125,6.108950138092041,1411,1,"E","Europe/Paris","airport","OurAirports"
1678,"Zürich Airport","Zurich","Switzerland","ZRH","LSZH",47.464699,8.54917,1416,1,"E","Europe/Zurich","airport","OurAirports"
1682,"Esenboğa International Airport","Ankara","Turkey","ESB","LTAC",40.128101348899996,32.995098114,3125,3,"E","Europe/Istanbul","airport","OurAirports"
1685,"Adana Airport","Adana","Turkey","ADA","LTAF",36.9822006226,35.280399322499996,65,3,"E","Europe/Istanbul","airport","OurAirports"
1688,"Antalya International Airport","Antalya","Turkey","AYT","LTAI",36.898701,30.800501,177,3,"E","Europe/Istanbul","airport","OurAirports"
1689,"Gaziantep International Airport","Gaziantep","Turkey","GZT","LTAJ",36.9472007751,37.4786987305,2315,3,"E","Europe/Istanbul","airport","OurAirports"
1691,"Konya Airport","Konya","Turkey","KYA","LTAN",37.979,32.561901,3392,3,"E","Europe/Istanbul","airport","OurAirports"
1692,"Malatya Tulga Airport","Malatya","Turkey",\N,"LTAO",38.353699,38.253899,3016,3,"E","Europe/Istanbul","airport","OurAirports"
1693,"Amasya Merzifon Airport","Merzifon","Turkey","MZH","LTAP",40.829399,35.521999,1758,3,"E","Europe/Istanbul","airport","OurAirports"
1694,"Sivas Nuri Demirağ Airport","Sivas","Turkey","VAS","LTAR",39.813801,36.9035,5239,3,"E","Europe/Istanbul","airport","OurAirports"
1696,"Kayseri Erkilet Airport","Kayseri","Turkey","ASR","LTAU",38.770401001,35.4953994751,3463,3,"E","Europe/Istanbul","airport","OurAirports"
1699,"Çardak Airport","Denizli","Turkey","DNZ","LTAY",37.7855987549,29.7012996674,2795,3,"E","Europe/Istanbul","airport","OurAirports"
1701,"Atatürk International Airport","Istanbul","Turkey","ISL","LTBA",40.976898,28.8146,163,3,"E","Europe/Istanbul","airport","OurAirports"
1706,"Adnan Menderes International Airport","Izmir","Turkey","ADB","LTBJ",38.2924003601,27.156999588,412,3,"E","Europe/Istanbul","airport","OurAirports"
1715,"Dalaman International Airport","Dalaman","Turkey","DLM","LTBS",36.7131004333,28.7924995422,20,3,"E","Europe/Istanbul","airport","OurAirports"
1721,"Elazığ Airport","Elazig","Turkey","EZS","LTCA",38.6068992615,39.2914009094,2927,3,"E","Europe/Istanbul","airport","OurAirports"
1722,"Diyarbakir Airport","Diyabakir","Turkey","DIY","LTCC",37.893901825,40.201000213600004,2251,3,"E","Europe/Istanbul","airport","OurAirports"
1723,"Erzincan Airport","Erzincan","Turkey","ERC","LTCD",39.7102012634,39.527000427199994,3783,3,"E","Europe/Istanbul","airport","OurAirports"
1724,"Erzurum International Airport","Erzurum","Turkey","ERZ","LTCE",39.9565010071,41.17020034789999,5763,3,"E","Europe/Istanbul","airport","OurAirports"
1726,"Trabzon International Airport","Trabzon","Turkey","TZX","LTCG",40.99509811401367,39.78969955444336,104,3,"E","Europe/Istanbul","airport","OurAirports"
1728,"Van Ferit Melen Airport","Van","Turkey","VAN","LTCI",38.46820068359375,43.332298278808594,5480,3,"E","Europe/Istanbul","airport","OurAirports"
1729,"Batman Airport","Batman","Turkey","BAL","LTCJ",37.929000854499996,41.1166000366,1822,3,"E","Europe/Istanbul","airport","OurAirports"
1737,"Skopje Alexander the Great Airport","Skopje","Macedonia","SKP","LWSK",41.961601,21.621401,781,1,"E","Europe/Skopje","airport","OurAirports"
1739,"Belgrade Nikola Tesla Airport","Belgrade","Serbia","BEG","LYBE",44.8184013367,20.3090991974,335,1,"E","Europe/Belgrade","airport","OurAirports"
1742,"Priština International Airport","Pristina","Serbia","PRN","BKPR",42.5728,21.035801,1789,1,"E","Europe/Belgrade","airport","OurAirports"
2176,"Kuwait International Airport","Kuwait","Kuwait","KWI","OKBK",29.226600646972656,47.96889877319336,206,3,"U","Asia/Kuwait","airport","OurAirports"
2177,"Beirut Rafic Hariri International Airport","Beirut","Lebanon","BEY","OLBA",33.820899963378906,35.488399505615234,87,2,"E","Asia/Beirut","airport","OurAirports"
2188,"Dubai International Airport","Dubai","United Arab Emirates","DXB","OMDB",25.2527999878,55.3643989563,62,4,"U","Asia/Dubai","airport","OurAirports"
2908,"Almaty Airport","Alma-ata","Kazakhstan","ALA","UAAA",43.35210037231445,77.04049682617188,2234,6,"U","Asia/Qyzylorda","airport","OurAirports"
2912,"Manas International Airport","Bishkek","Kyrgyzstan","FRU","UAFM",43.0612983704,74.4776000977,2058,6,"U","Asia/Bishkek","airport","OurAirports"
2922,"Heydar Aliyev International Airport","Baku","Azerbaijan","GYD","UBBB",40.467498779296875,50.04669952392578,10,4,"E","Asia/Baku","airport","OurAirports"
2940,"Donetsk International Airport","Donetsk","Ukraine","DOK","UKCC",48.07360076904297,37.73970031738281,791,2,"E","Europe/Kiev","airport","OurAirports"
2945,"Lviv International Airport","Lvov","Ukraine","LWO","UKLL",49.8125,23.956100463867188,1071,2,"E","Europe/Kiev","airport","OurAirports"
2958,"Omsk Central Airport","Omsk","Russia","OMS","UNOO",54.96699905395508,73.31050109863281,311,6,"N","Asia/Omsk","airport","OurAirports"
2960,"Krasnodar Pashkovsky International Airport","Krasnodar","Russia","KRR","URKK",45.034698486328,39.170501708984,118,3,"N","Europe/Moscow","airport","OurAirports"
2965,"Sochi International Airport","Sochi","Russia","AER","URSS",43.449902,39.9566,89,3,"N","Europe/Moscow","airport","OurAirports"
3941,"Eleftherios Venizelos International Airport","Athens","Greece","ATH","LGAV",37.9364013672,23.9444999695,308,2,"E","Europe/Athens","airport","OurAirports"
3973,"Tbilisi International Airport","Tbilisi","Georgia","TBS","UGTB",41.6692008972,44.95470047,1624,4,"N","Asia/Tbilisi","airport","OurAirports"
3987,"Nevşehir Kapadokya Airport","Nevsehir","Turkey","NAV","LTAZ",38.7719,34.5345,3100,3,"E","Europe/Istanbul","airport","OurAirports"
3989,"Erbil International Airport","Erbil","Iraq","EBL","ORER",36.23759841918945,43.963199615478516,1341,3,"U","Asia/Baghdad","airport","OurAirports"
4029,"Domodedovo International Airport","Moscow","Russia","DME","UUDD",55.40879821777344,37.90629959106445,588,3,"N","Europe/Moscow","airport","OurAirports"
4315,"Milas Bodrum International Airport","Bodrum","Turkey","BJV","LTFE",37.25059890749999,27.6643009186,21,3,"E","Europe/Istanbul","airport","OurAirports"
4317,"Sabiha Gökçen International Airport","Istanbul","Turkey","SAW","LTFJ",40.898601532,29.3092002869,312,3,"E","Europe/Istanbul","airport","OurAirports"
4330,"Imam Khomeini International Airport","Tehran","Iran","IKA","OIIE",35.416099548339844,51.152198791503906,3305,3.5,"E","Asia/Tehran","airport","OurAirports"
5780,"Ercan International Airport","Nicosia","Cyprus","ECN","LCEN",35.154701232910156,33.49610137939453,404,2,"E","Asia/Nicosia","airport","OurAirports"
5798,"Kahramanmaraş Airport","Kahramanmaras","Turkey","KCM","LTCN",37.5388259888,36.9535217285,1723,3,"E","Europe/Istanbul","airport","OurAirports"
5802,"Balıkesir Körfez Airport","Balikesir Korfez","Turkey","EDO","LTFD",39.554599762,27.0137996674,50,3,"E","Europe/Istanbul","airport","OurAirports"
6105,"Kharkiv International Airport","Kharkov","Ukraine","HRK","UKHH",49.924800872802734,36.290000915527344,508,2,"E","Europe/Kiev","airport","OurAirports"
6753,"Mardin Airport","Mardin","Turkey","MQM","LTCR",37.223300933800004,40.6316986084,1729,3,"E","Europe/Istanbul","airport","OurAirports"
6782,"Muş Airport","Mus","Turkey","MSR","LTCK",38.747798919677734,41.66120147705078,4157,3,"E","Europe/Istanbul","airport","OurAirports"
7453,"Hatay Airport","Hatay","Turkey","HTY","LTDA",36.36277771,36.282222747800006,269,3,"U","Europe/Istanbul","airport","OurAirports"
8266,"Gazipaşa Airport","Alanya","Turkey","GZP","LTGP",36.299217,32.300598,86,3,"E","Europe/Istanbul","airport","OurAirports"
9044,"Şanlıurfa GAP Airport","Sanliurfa","Turkey","GNY","LTCS",37.445663,38.895592,2708,3,"E","Europe/Istanbul","airport","OurAirports"
11051,"Hamad International Airport","Doha","Qatar","DOH","OTHH",25.273056,51.608056,13,3,"N",\N,"airport","OurAirports"
